ctry,area_code,income,employ,original_imd_score,original_imd_quintile,uk_imd_england_score,uk_imd_england_quintile,uk_imd_ni_score,uk_imd_ni_quintile,uk_imd_scotland_score,uk_imd_scotland_quintile,uk_imd_wales_score,uk_imd_wales_quintile
England,E01014765,11.9,6.1,8.7,2,8.7,1 - least deprived,1.5,1 - least deprived,8.6,2,5,2
England,E01014766,2.7,2.2,9.1,2,9.1,2,1.2,1 - least deprived,7.2,1 - least deprived,4.8,2
England,E01014767,2.2,4.1,2.7,1 - least deprived,2.7,1 - least deprived,-3.1,1 - least deprived,2.4,1 - least deprived,-1.5,1 - least deprived
England,E01014769,10.7,9.5,14,3,14,2,6.6,2,13.9,2,10.1,2
England,E01014770,8.2,11.6,12.7,2,12.7,2,6.4,2,13.4,2,8.6,2
England,E01014771,8,8.9,9.3,2,9.3,2,3,2,9.7,2,5.3,2
England,E01014772,8.4,8.8,13.7,2,13.7,2,6.3,2,13.3,2,9.6,2
England,E01014773,4.9,5.4,9.8,2,9.8,2,2.6,2,8.9,2,5.7,2
England,E01014774,13.4,13.9,22.8,4,22.8,4,14.4,4,22.7,4,18.8,4
England,E01014775,2.2,3.5,3.9,1 - least deprived,3.9,1 - least deprived,-2.4,1 - least deprived,3.2,1 - least deprived,-0.4,1 - least deprived
England,E01014776,4,3,3.8,1 - least deprived,3.8,1 - least deprived,-2.7,1 - least deprived,3.1,1 - least deprived,-0.3,1 - least deprived
England,E01014777,5.5,5.2,4.6,1 - least deprived,4.6,1 - least deprived,-1.5,1 - least deprived,4.6,1 - least deprived,0.6,1 - least deprived
England,E01014778,1.6,2.1,2.5,1 - least deprived,2.5,1 - least deprived,-3.8,1 - least deprived,1.6,1 - least deprived,-1.7,1 - least deprived
England,E01014779,5.7,5.5,6.5,1 - least deprived,6.5,1 - least deprived,0.1,1 - least deprived,6.2,1 - least deprived,2.5,1 - least deprived
England,E01014780,12.4,10.1,14.7,3,14.7,3,7.2,3,14.8,3,10.9,3
England,E01014781,11.9,12.3,15.6,3,15.6,3,8.6,3,16.2,3,11.7,3
England,E01014782,5.4,6.2,5,1 - least deprived,5,1 - least deprived,-0.9,1 - least deprived,5.1,1 - least deprived,0.9,1 - least deprived
England,E01014783,9.1,8.4,12.8,2,12.8,2,5.4,2,12.5,2,8.8,2
England,E01014784,6.4,5.7,6.6,1 - least deprived,6.6,1 - least deprived,0.1,1 - least deprived,6.4,1 - least deprived,2.6,1 - least deprived
England,E01014785,3,4.6,5.5,1 - least deprived,5.5,1 - least deprived,-0.8,1 - least deprived,5,1 - least deprived,1.3,1 - least deprived
England,E01014786,17.9,17,23.6,4,23.6,4,15.6,4,24.5,4,19.8,4
England,E01014787,6.9,6.8,6.9,1 - least deprived,6.9,1 - least deprived,0.6,1 - least deprived,7,1 - least deprived,2.9,1 - least deprived
England,E01014789,2.5,4.1,5.9,1 - least deprived,5.9,1 - least deprived,-0.7,1 - least deprived,5.1,1 - least deprived,1.6,1 - least deprived
England,E01014790,4.8,6.2,6.4,1 - least deprived,6.4,1 - least deprived,0.2,1 - least deprived,6.3,1 - least deprived,2.2,1 - least deprived
England,E01014792,6.9,6.1,6.4,1 - least deprived,6.4,1 - least deprived,0.1,1 - least deprived,6.4,1 - least deprived,2.4,1 - least deprived
England,E01014793,3.1,3.3,5.4,1 - least deprived,5.4,1 - least deprived,-1.3,1 - least deprived,4.5,1 - least deprived,1.2,1 - least deprived
England,E01014794,4.5,4,6.8,1 - least deprived,6.8,1 - least deprived,-0.1,1 - least deprived,6,1 - least deprived,2.7,1 - least deprived
England,E01014795,13.6,12.3,20.2,3,20.2,3,12,3,20,3,16.3,3
England,E01014796,5.1,6.4,6.9,1 - least deprived,6.9,1 - least deprived,0.6,1 - least deprived,6.7,1 - least deprived,2.7,1 - least deprived
England,E01014797,9.4,7.4,9,2,9,2,2.3,2,9.1,2,5.1,2
England,E01014798,3.8,3.8,2.9,1 - least deprived,2.9,1 - least deprived,-3.1,1 - least deprived,2.6,1 - least deprived,-1.2,1 - least deprived
England,E01014799,27,29.2,44.6,5 - most deprived,44.6,5 - most deprived,34.6,5 - most deprived,46.1,5 - most deprived,40.8,5 - most deprived
England,E01014800,39.9,37.1,68.6,5 - most deprived,68.6,5 - most deprived,54.4,5 - most deprived,69,5 - most deprived,65.2,5 - most deprived
England,E01014801,30,38.2,63.6,5 - most deprived,63.6,5 - most deprived,51.5,5 - most deprived,64.7,5 - most deprived,59.6,5 - most deprived
England,E01014802,27.3,29.9,49.6,5 - most deprived,49.6,5 - most deprived,38.6,5 - most deprived,50.4,5 - most deprived,45.8,5 - most deprived
England,E01014803,7,8.9,8.7,2,8.7,1 - least deprived,2.6,2,9.1,2,4.6,1 - least deprived
England,E01014804,14.2,16.8,19.7,3,19.7,3,12.8,3,21,3,15.8,3
England,E01014805,5.9,9.6,9.5,2,9.5,2,3.4,2,9.9,2,5.3,2
England,E01014806,24,24.1,38.4,5 - most deprived,38.4,5 - most deprived,28.6,5 - most deprived,39.2,5 - most deprived,34.6,5 - most deprived
England,E01014807,20.9,19.6,27.3,4,27.3,4,19,4,28.5,4,23.6,4
England,E01014808,11,11,12.8,2,12.8,2,6.1,2,13.4,2,8.9,2
England,E01014809,22.4,20.5,32.3,4,32.3,4,23,4,33,4,28.6,4
England,E01014810,26.9,17,34,5 - most deprived,34,4,23.1,4,33.7,4,30.7,4
England,E01014811,22.1,19.9,28.5,4,28.5,4,19.9,4,29.6,4,24.8,4
England,E01014812,12.2,12.6,19.1,3,19.1,3,11.3,3,19.2,3,15.2,3
England,E01014813,11,11.7,14.4,3,14.4,2,7.5,3,14.9,3,10.5,2
England,E01014815,18.8,17.5,23.7,4,23.7,4,15.8,4,24.8,4,19.9,4
England,E01014816,7,7.6,7.9,1 - least deprived,7.9,1 - least deprived,1.6,1 - least deprived,8.1,1 - least deprived,3.9,1 - least deprived
England,E01014817,8.9,9.6,11.5,2,11.5,2,4.8,2,11.7,2,7.4,2
England,E01014818,4.4,6.4,4.9,1 - least deprived,4.9,1 - least deprived,-0.9,1 - least deprived,5.1,1 - least deprived,0.8,1 - least deprived
England,E01014819,7.3,7.6,7.8,1 - least deprived,7.8,1 - least deprived,1.5,1 - least deprived,8,1 - least deprived,3.8,1 - least deprived
England,E01014820,18.7,12.1,19,3,19,3,10.7,3,19.2,3,15.4,3
England,E01014821,9.5,8.2,10.2,2,10.2,2,3.4,2,10.3,2,6.3,2
England,E01014822,4.5,5.1,3.8,1 - least deprived,3.8,1 - least deprived,-2.1,1 - least deprived,3.8,1 - least deprived,-0.3,1 - least deprived
England,E01014823,7.2,5.2,7.5,1 - least deprived,7.5,1 - least deprived,0.6,1 - least deprived,7,1 - least deprived,3.5,1 - least deprived
England,E01014824,10,7.9,10.6,2,10.6,2,3.6,2,10.6,2,6.7,2
England,E01014825,7.3,6.9,8.1,1 - least deprived,8.1,1 - least deprived,1.6,1 - least deprived,8.1,1 - least deprived,4.1,1 - least deprived
England,E01014826,11.7,8.3,11.7,2,11.7,2,4.4,2,11.7,2,7.8,2
England,E01014827,26.1,18.3,31,4,31,4,21.2,4,31.5,4,27.6,4
England,E01014828,33.4,23.8,40.9,5 - most deprived,40.9,5 - most deprived,29.9,5 - most deprived,41.8,5 - most deprived,37.8,5 - most deprived
England,E01014829,36.8,25.2,49.9,5 - most deprived,49.9,5 - most deprived,37,5 - most deprived,49.8,5 - most deprived,46.8,5 - most deprived
England,E01014830,21.8,17.9,29.9,4,29.9,4,20.5,4,30.2,4,26.2,4
England,E01014831,50.6,38.8,74.6,5 - most deprived,74.6,5 - most deprived,58.9,5 - most deprived,75.2,5 - most deprived,71.8,5 - most deprived
England,E01014832,48.6,37.1,70.1,5 - most deprived,70.1,5 - most deprived,55.2,5 - most deprived,70.9,5 - most deprived,67.3,5 - most deprived
England,E01014833,42.2,32.9,61.9,5 - most deprived,61.9,5 - most deprived,48,5 - most deprived,62.4,5 - most deprived,58.8,5 - most deprived
England,E01014834,32.6,24.7,42.8,5 - most deprived,42.8,5 - most deprived,31.6,5 - most deprived,43.5,5 - most deprived,39.5,5 - most deprived
England,E01014835,26.3,20.2,33.7,4,33.7,4,23.8,5 - most deprived,34.3,5 - most deprived,30.2,4
England,E01014836,14.5,12.5,18.7,3,18.7,3,10.8,3,18.9,3,14.8,3
England,E01014838,10.4,10.4,13.5,2,13.5,2,6.5,2,13.7,2,9.5,2
England,E01014839,11.7,9.3,13.5,2,13.5,2,6.1,2,13.5,2,9.7,2
England,E01014840,17.4,14.7,20.6,3,20.6,3,12.7,3,21.3,3,16.9,3
England,E01014841,18.3,17.2,31.1,4,31.1,4,21.4,4,30.8,4,27.2,4
England,E01014842,24.1,26.4,44,5 - most deprived,44,5 - most deprived,33.5,5 - most deprived,44.6,5 - most deprived,40.2,5 - most deprived
England,E01014843,14.7,13.8,23.9,4,23.9,4,15.1,4,23.6,4,20,4
England,E01014844,30.4,28.3,49.6,5 - most deprived,49.6,5 - most deprived,38,5 - most deprived,50.1,5 - most deprived,46,5 - most deprived
England,E01014845,9.1,10.7,11.5,2,11.5,2,5.1,2,12.1,2,7.5,2
England,E01014846,12.1,11.9,16.3,3,16.3,3,8.9,3,16.6,3,12.4,3
England,E01014847,4.5,5.4,12,2,12,2,4.3,2,10.7,2,7.8,2
England,E01014848,6.4,6.6,13.3,2,13.3,2,5.5,2,12.2,2,9.1,2
England,E01014849,4.2,4.3,6.9,1 - least deprived,6.9,1 - least deprived,0.1,1 - least deprived,6.1,1 - least deprived,2.8,1 - least deprived
England,E01014850,3.7,4.7,4.4,1 - least deprived,4.4,1 - least deprived,-1.7,1 - least deprived,4.1,1 - least deprived,0.2,1 - least deprived
England,E01014851,7.2,6,7.8,1 - least deprived,7.8,1 - least deprived,1,1 - least deprived,7.5,1 - least deprived,3.8,1 - least deprived
England,E01014852,5.2,5.2,8.4,1 - least deprived,8.4,1 - least deprived,1.4,1 - least deprived,7.6,1 - least deprived,4.2,1 - least deprived
England,E01014853,7.4,5.9,6.3,1 - least deprived,6.3,1 - least deprived,-0.1,1 - least deprived,6.2,1 - least deprived,2.3,1 - least deprived
England,E01014854,4.2,4.2,10.5,2,10.5,2,2.8,2,9,2,6.3,2
England,E01014855,3.8,3.6,3.4,1 - least deprived,3.4,1 - least deprived,-2.8,1 - least deprived,3,1 - least deprived,-0.7,1 - least deprived
England,E01014856,9.4,8.6,12.8,2,12.8,2,5.5,2,12.5,2,8.8,2
England,E01014857,7.2,8.2,7.1,1 - least deprived,7.1,1 - least deprived,1.2,1 - least deprived,7.6,1 - least deprived,3.1,1 - least deprived
England,E01014858,5.4,6.6,12.4,2,12.4,2,4.9,2,11.4,2,8.2,2
England,E01014859,7.8,7.3,6.6,1 - least deprived,6.6,1 - least deprived,0.5,1 - least deprived,7,1 - least deprived,2.6,1 - least deprived
England,E01014860,13.2,10.4,13.4,2,13.4,2,6.2,2,13.8,2,9.6,2
England,E01014861,8.7,8.4,18.2,3,18.2,3,9.6,3,16.9,3,14.1,3
England,E01014862,5.7,5.2,8.3,1 - least deprived,8.3,1 - least deprived,1.3,1 - least deprived,7.6,1 - least deprived,4.2,1 - least deprived
England,E01014863,6.5,7.3,6,1 - least deprived,6,1 - least deprived,0.1,1 - least deprived,6.4,1 - least deprived,1.9,1 - least deprived
England,E01014864,4,6.1,5.4,1 - least deprived,5.4,1 - least deprived,-0.6,1 - least deprived,5.4,1 - least deprived,1.2,1 - least deprived
England,E01014865,11,8.5,14.4,3,14.4,2,6.6,2,14,2,10.5,2
England,E01014866,5.5,5.1,5.2,1 - least deprived,5.2,1 - least deprived,-1,1 - least deprived,5,1 - least deprived,1.2,1 - least deprived
England,E01014867,9.9,8.6,10.1,2,10.1,2,3.4,2,10.4,2,6.2,2
England,E01014868,6.5,7,10.7,2,10.7,2,3.6,2,10.2,2,6.6,2
England,E01014869,5.2,4.6,3.7,1 - least deprived,3.7,1 - least deprived,-2.4,1 - least deprived,3.6,1 - least deprived,-0.4,1 - least deprived
England,E01014870,6.1,4.7,12,2,12,2,4,2,10.5,2,7.9,2
England,E01014871,9,5.7,8,1 - least deprived,8,1 - least deprived,1,1 - least deprived,7.7,1 - least deprived,4.1,1 - least deprived
England,E01014872,5.6,4.9,8.2,1 - least deprived,8.2,1 - least deprived,1.1,1 - least deprived,7.4,1 - least deprived,4.1,1 - least deprived
England,E01014873,3.6,4.2,3.2,1 - least deprived,3.2,1 - least deprived,-2.7,1 - least deprived,3,1 - least deprived,-0.9,1 - least deprived
England,E01014874,5.9,4.3,5.3,1 - least deprived,5.3,1 - least deprived,-1.2,1 - least deprived,4.9,1 - least deprived,1.3,1 - least deprived
England,E01014875,5.7,4,5.3,1 - least deprived,5.3,1 - least deprived,-1.4,1 - least deprived,4.7,1 - least deprived,1.2,1 - least deprived
England,E01014876,7,3.9,5.1,1 - least deprived,5.1,1 - least deprived,-1.6,1 - least deprived,4.6,1 - least deprived,1.1,1 - least deprived
England,E01014877,3.3,2.8,2.3,1 - least deprived,2.3,1 - least deprived,-3.8,1 - least deprived,1.8,1 - least deprived,-1.8,1 - least deprived
England,E01014878,3.6,3,1.8,1 - least deprived,1.8,1 - least deprived,-4.1,1 - least deprived,1.5,1 - least deprived,-2.3,1 - least deprived
England,E01014879,4.1,3.8,2.6,1 - least deprived,2.6,1 - least deprived,-3.4,1 - least deprived,2.4,1 - least deprived,-1.5,1 - least deprived
England,E01014880,5.8,3.9,5.1,1 - least deprived,5.1,1 - least deprived,-1.5,1 - least deprived,4.6,1 - least deprived,1.1,1 - least deprived
England,E01014881,2.5,2.5,4.3,1 - least deprived,4.3,1 - least deprived,-2.3,1 - least deprived,3.3,1 - least deprived,0.1,1 - least deprived
England,E01014882,15,8.4,17.1,3,17.1,3,8.4,3,16.4,3,13.4,3
England,E01014883,4.2,5.4,4.7,1 - least deprived,4.7,1 - least deprived,-1.3,1 - least deprived,4.6,1 - least deprived,0.5,1 - least deprived
England,E01014884,7,6.1,13.5,2,13.5,2,5.5,2,12.3,2,9.4,2
England,E01014885,3.4,3.4,2.3,1 - least deprived,2.3,1 - least deprived,-3.7,1 - least deprived,1.9,1 - least deprived,-1.8,1 - least deprived
England,E01014886,13.7,11.7,18.9,3,18.9,3,10.8,3,18.8,3,15,3
England,E01014887,2.5,3.8,3.7,1 - least deprived,3.7,1 - least deprived,-2.4,1 - least deprived,3.2,1 - least deprived,-0.5,1 - least deprived
England,E01014888,4.5,6.5,6.6,1 - least deprived,6.6,1 - least deprived,0.4,1 - least deprived,6.5,1 - least deprived,2.4,1 - least deprived
England,E01014889,5.1,4.4,5.6,1 - least deprived,5.6,1 - least deprived,-0.9,1 - least deprived,5.1,1 - least deprived,1.5,1 - least deprived
England,E01014890,6.4,5.4,10.4,2,10.4,2,2.9,2,9.5,2,6.3,2
England,E01014891,7.5,4.7,17.1,3,17.1,3,7.8,3,14.8,3,13,3
England,E01014892,16.7,14.5,25,4,25,4,16.1,4,24.9,4,21.2,4
England,E01014893,8.9,8.6,13.8,2,13.8,2,6.3,2,13.4,2,9.8,2
England,E01014894,6.6,6.5,8.9,2,8.9,2,2.1,2,8.6,2,4.9,2
England,E01014895,7.7,5.9,12.2,2,12.2,2,4.4,2,11.2,2,8.2,2
England,E01014896,7.5,6.3,10.1,2,10.1,2,2.9,2,9.5,2,6.1,2
England,E01014897,3.5,3.4,2.8,1 - least deprived,2.8,1 - least deprived,-3.3,1 - least deprived,2.4,1 - least deprived,-1.4,1 - least deprived
England,E01014898,7.1,5.5,7.3,1 - least deprived,7.3,1 - least deprived,0.6,1 - least deprived,7,1 - least deprived,3.4,1 - least deprived
England,E01014899,8.9,8.3,9,2,9,2,2.6,2,9.3,2,5.1,2
England,E01014900,12.8,12,14.2,3,14.2,2,7.3,3,14.9,3,10.3,2
England,E01014901,2.5,4.2,2,1 - least deprived,2,1 - least deprived,-3.6,1 - least deprived,1.9,1 - least deprived,-2.1,1 - least deprived
England,E01014902,3.1,3.9,2,1 - least deprived,2,1 - least deprived,-3.8,1 - least deprived,1.8,1 - least deprived,-2.2,1 - least deprived
England,E01014903,4.1,4.6,4.2,1 - least deprived,4.2,1 - least deprived,-1.9,1 - least deprived,3.9,1 - least deprived,0,1 - least deprived
England,E01014904,15.7,13.1,23.4,4,23.4,4,14.5,4,23.1,4,19.6,4
England,E01014905,6.3,5.6,11.6,2,11.6,2,3.9,2,10.5,2,7.5,2
England,E01014906,20.4,13.9,23.7,4,23.7,4,14.7,4,23.8,4,20.1,4
England,E01014907,10,7.1,13.9,2,13.9,2,5.9,2,13,2,10,2
England,E01014908,5.2,6.3,6.5,1 - least deprived,6.5,1 - least deprived,0.2,1 - least deprived,6.4,1 - least deprived,2.3,1 - least deprived
England,E01014909,8.1,7.2,12.1,2,12.1,2,4.7,2,11.5,2,8.1,2
England,E01014910,14.5,9,16.9,3,16.9,3,8.4,3,16.3,3,13.1,3
England,E01014911,3.6,5.1,2.8,1 - least deprived,2.8,1 - least deprived,-2.8,1 - least deprived,2.9,1 - least deprived,-1.3,1 - least deprived
England,E01014912,3.5,3.7,2.2,1 - least deprived,2.2,1 - least deprived,-3.7,1 - least deprived,2,1 - least deprived,-1.9,1 - least deprived
England,E01014913,2.4,5.6,4.1,1 - least deprived,4.1,1 - least deprived,-1.6,1 - least deprived,4,1 - least deprived,-0.2,1 - least deprived
England,E01014914,14.6,10.6,15.6,3,15.6,3,7.9,3,15.8,3,11.9,3
England,E01014915,13.7,11.1,17.8,3,17.8,3,9.8,3,17.7,3,14,3
England,E01014916,10.2,9,12.9,2,12.9,2,5.7,2,12.8,2,9,2
England,E01014917,10.4,9.1,15,3,15,3,7.3,3,14.6,3,11,3
England,E01014918,5.6,6.7,8.1,1 - least deprived,8.1,1 - least deprived,1.6,1 - least deprived,7.9,1 - least deprived,3.9,1 - least deprived
England,E01014919,4.9,6.4,6.7,1 - least deprived,6.7,1 - least deprived,0.5,1 - least deprived,6.6,1 - least deprived,2.6,1 - least deprived
England,E01014920,6.1,6.6,5.9,1 - least deprived,5.9,1 - least deprived,-0.2,1 - least deprived,6,1 - least deprived,1.8,1 - least deprived
England,E01014921,6.1,7.5,8.7,2,8.7,1 - least deprived,2.2,2,8.7,2,4.6,1 - least deprived
England,E01014922,10.2,9.2,13.9,2,13.9,2,6.5,2,13.7,2,10,2
England,E01014923,14,11.9,16.7,3,16.7,3,9.2,3,17.1,3,12.9,3
England,E01014924,14.8,11.9,23.3,4,23.3,4,14.1,4,22.5,4,19.4,4
England,E01014925,15.1,10.6,19.9,3,19.9,3,11.2,3,19.3,3,16.1,3
England,E01014926,24.1,20.5,31.4,4,31.4,4,22.2,4,32.3,4,27.8,4
England,E01014927,16.9,11.3,19.6,3,19.6,3,11.1,3,19.4,3,16,3
England,E01014928,16.4,13,22.1,4,22.1,3,13.4,4,21.9,4,18.3,4
England,E01014929,8.6,6.6,14.4,3,14.4,2,6.2,2,13.2,2,10.3,2
England,E01014930,6.8,5.2,5.2,1 - least deprived,5.2,1 - least deprived,-1.1,1 - least deprived,5.1,1 - least deprived,1.3,1 - least deprived
England,E01014931,7.2,5.5,8.5,2,8.5,1 - least deprived,1.5,1 - least deprived,8,1 - least deprived,4.5,1 - least deprived
England,E01014932,4.8,5.4,4.1,1 - least deprived,4.1,1 - least deprived,-1.8,1 - least deprived,4.1,1 - least deprived,-0,1 - least deprived
England,E01014933,4.9,5.1,5.4,1 - least deprived,5.4,1 - least deprived,-0.9,1 - least deprived,5.1,1 - least deprived,1.3,1 - least deprived
England,E01014934,4.8,4,3.4,1 - least deprived,3.3,1 - least deprived,-2.8,1 - least deprived,3.1,1 - least deprived,-0.7,1 - least deprived
England,E01014935,4.2,4.2,5.3,1 - least deprived,5.3,1 - least deprived,-1.2,1 - least deprived,4.8,1 - least deprived,1.2,1 - least deprived
England,E01014936,9.3,7.1,9.5,2,9.5,2,2.5,2,9.3,2,5.5,2
England,E01014937,5.7,4.8,5,1 - least deprived,5,1 - least deprived,-1.3,1 - least deprived,4.8,1 - least deprived,1,1 - least deprived
England,E01014938,9.7,7.1,9.6,2,9.6,2,2.6,2,9.5,2,5.7,2
England,E01014939,10.2,8.4,15.5,3,15.5,3,7.5,3,14.8,3,11.6,3
England,E01014940,4.4,4.7,5.4,1 - least deprived,5.4,1 - least deprived,-1,1 - least deprived,5,1 - least deprived,1.2,1 - least deprived
England,E01014941,21.4,15.6,28.5,4,28.5,4,18.8,4,28.4,4,25,4
England,E01014942,21.2,17.3,27.5,4,27.5,4,18.5,4,28,4,23.9,4
England,E01014943,6.6,6.3,7.5,1 - least deprived,7.5,1 - least deprived,1,1 - least deprived,7.3,1 - least deprived,3.5,1 - least deprived
England,E01014944,3.7,2.7,3.5,1 - least deprived,3.5,1 - least deprived,-2.9,1 - least deprived,2.8,1 - least deprived,-0.6,1 - least deprived
England,E01014945,11.8,9.7,13.8,2,13.8,2,6.4,2,13.8,2,9.9,2
England,E01014946,16.2,11.3,23.1,4,23.1,4,13.7,4,22.3,4,19.3,4
England,E01014947,5.9,7.4,11.7,2,11.7,2,4.5,2,11.1,2,7.5,2
England,E01014948,21.3,17.9,29.5,4,29.5,4,20.2,4,29.9,4,25.9,4
England,E01014949,10.7,9.3,13.1,2,13.1,2,5.9,2,13.1,2,9.2,2
England,E01014950,9,7.3,13.4,2,13.4,2,5.6,2,12.6,2,9.4,2
England,E01014951,18.4,14.3,26.5,4,26.5,4,17,4,26.1,4,22.8,4
England,E01014952,10.1,10.4,15.6,3,15.6,3,8.1,3,15.4,3,11.6,3
England,E01014953,6.5,6.2,8.6,2,8.6,1 - least deprived,1.8,1 - least deprived,8.2,1 - least deprived,4.5,1 - least deprived
England,E01014954,10.2,8.4,14.6,3,14.6,2,6.8,2,14,3,10.6,3
England,E01014955,8.4,6.2,9.4,2,9.4,2,2.3,2,8.9,2,5.4,2
England,E01014956,4.4,6.1,6.3,1 - least deprived,6.3,1 - least deprived,0.1,1 - least deprived,6.2,1 - least deprived,2.2,1 - least deprived
England,E01014957,5.6,6.1,7.5,1 - least deprived,7.5,1 - least deprived,0.9,1 - least deprived,7.2,1 - least deprived,3.4,1 - least deprived
England,E01014958,17.9,12.8,22.6,4,22.6,4,13.7,4,22.4,4,18.9,4
England,E01014959,10.2,7.3,11.9,2,11.9,2,4.4,2,11.4,2,8,2
England,E01014960,12.9,9.2,16.9,3,16.9,3,8.6,3,16.4,3,13.1,3
England,E01014961,14.5,11.4,18.7,3,18.7,3,10.5,3,18.5,3,14.9,3
England,E01014962,2.7,3.5,12.2,2,12.2,2,4,2,10.2,2,7.9,2
England,E01014963,4.4,3.3,6.7,1 - least deprived,6.7,1 - least deprived,-0.3,1 - least deprived,5.7,1 - least deprived,2.6,1 - least deprived
England,E01014964,2.8,2.7,1.7,1 - least deprived,1.7,1 - least deprived,-4.2,1 - least deprived,1.3,1 - least deprived,-2.4,1 - least deprived
England,E01014965,5.2,6.8,5.7,1 - least deprived,5.7,1 - least deprived,-0.2,1 - least deprived,5.9,1 - least deprived,1.6,1 - least deprived
England,E01014966,3.2,4.2,3.2,1 - least deprived,3.2,1 - least deprived,-2.8,1 - least deprived,2.9,1 - least deprived,-1,1 - least deprived
England,E01014967,2.4,3.3,2,1 - least deprived,2,1 - least deprived,-3.9,1 - least deprived,1.6,1 - least deprived,-2.2,1 - least deprived
England,E01014968,19.5,14.2,26.1,4,26.1,4,16.7,4,25.8,4,22.5,4
England,E01014969,2.9,5.5,3.7,1 - least deprived,3.7,1 - least deprived,-2,1 - least deprived,3.7,1 - least deprived,-0.5,1 - least deprived
England,E01014972,7.9,7.3,11.9,2,11.9,2,4.5,2,11.3,2,7.8,2
England,E01014973,17.7,14.1,20.7,3,20.7,3,12.6,3,21.2,3,17,3
England,E01014974,9.8,10.1,12.7,2,12.7,2,5.8,2,12.9,2,8.7,2
England,E01014975,10.7,9.1,15.5,3,15.5,3,7.7,3,15.1,3,11.6,3
England,E01014976,22.2,19,29.7,4,29.7,4,20.6,4,30.4,4,26.1,4
England,E01014977,28.9,23.4,40.3,5 - most deprived,40.3,5 - most deprived,29.6,5 - most deprived,40.9,5 - most deprived,36.9,5 - most deprived
England,E01014978,4.2,5,6.6,1 - least deprived,6.6,1 - least deprived,0,1 - least deprived,6,1 - least deprived,2.4,1 - least deprived
England,E01014979,4.4,3.4,3.3,1 - least deprived,3.3,1 - least deprived,-2.9,1 - least deprived,2.9,1 - least deprived,-0.8,1 - least deprived
England,E01014980,4,4.6,3.2,1 - least deprived,3.2,1 - least deprived,-2.7,1 - least deprived,3.1,1 - least deprived,-1,1 - least deprived
England,E01014981,8.4,6,9.7,2,9.7,2,2.5,2,9.1,2,5.7,2
England,E01014982,8.1,7.9,10.9,2,10.9,2,3.9,2,10.7,2,6.8,2
England,E01014983,16,11.6,20.5,3,20.5,3,11.9,3,20.2,3,16.8,3
England,E01014984,10.1,10.1,16.2,3,16.2,3,8.5,3,15.9,3,12.2,3
England,E01014985,4.2,4.5,3.4,1 - least deprived,3.4,1 - least deprived,-2.5,1 - least deprived,3.3,1 - least deprived,-0.7,1 - least deprived
England,E01014986,13.1,12.2,14.5,3,14.5,2,7.6,3,15.3,3,10.7,3
England,E01014987,3.5,3.9,2.5,1 - least deprived,2.5,1 - least deprived,-3.4,1 - least deprived,2.3,1 - least deprived,-1.6,1 - least deprived
England,E01014988,3.2,3.8,1.6,1 - least deprived,1.6,1 - least deprived,-4,1 - least deprived,1.5,1 - least deprived,-2.5,1 - least deprived
England,E01014989,6.3,5.1,14.1,3,14.1,2,5.7,2,12.4,2,9.9,2
England,E01014990,3.2,4.4,2.5,1 - least deprived,2.5,1 - least deprived,-3.2,1 - least deprived,2.4,1 - least deprived,-1.7,1 - least deprived
England,E01014991,17.1,13.2,22,4,22,3,13.4,4,22,4,18.3,4
England,E01014992,4.1,5.1,4.6,1 - least deprived,4.6,1 - least deprived,-1.5,1 - least deprived,4.4,1 - least deprived,0.5,1 - least deprived
England,E01014993,4.2,5.7,7.8,1 - least deprived,7.8,1 - least deprived,1.1,1 - least deprived,7.2,1 - least deprived,3.6,1 - least deprived
England,E01014994,11.2,8.4,17.6,3,17.6,3,9,3,16.6,3,13.7,3
England,E01014995,4.5,5.6,4.7,1 - least deprived,4.7,1 - least deprived,-1.2,1 - least deprived,4.7,1 - least deprived,0.6,1 - least deprived
England,E01014996,5.6,8.8,8.5,2,8.5,1 - least deprived,2.5,2,8.9,2,4.4,1 - least deprived
England,E01014998,8.2,4.1,7.8,1 - least deprived,7.8,1 - least deprived,0.5,1 - least deprived,7,1 - least deprived,3.9,1 - least deprived
England,E01014999,4.4,5.5,4.5,1 - least deprived,4.5,1 - least deprived,-1.4,1 - least deprived,4.5,1 - least deprived,0.4,1 - least deprived
England,E01015000,16.8,12.6,19.9,3,19.9,3,11.6,3,20.1,3,16.2,3
England,E01015001,5.4,5.2,5.4,1 - least deprived,5.4,1 - least deprived,-0.9,1 - least deprived,5.2,1 - least deprived,1.3,1 - least deprived
England,E01015002,11.2,8.7,15.3,3,15.3,3,7.3,3,14.8,3,11.4,3
England,E01015003,6.3,8.3,9.3,2,9.3,2,2.9,2,9.4,2,5.2,2
England,E01015004,9.8,9.2,13.4,2,13.4,2,6.1,2,13.3,2,9.5,2
England,E01015005,13.4,11.4,18.8,3,18.8,3,10.6,3,18.6,3,14.9,3
